site_name,brood_year,lat,long,site_num
EAST ARM CREEK,2017,53.1582184238227,-128.893460666827,1871
EMSLEY CREEK,2017,53.9023663550384,-128.794882557711,1081
EVELYN CREEK,2017,53.5842848283357,-128.955547923093,1906
FOCH RIVER,2017,53.8323824989254,-129.09278167809,1083
GRIBBLE ISLAND CREEK,2017,53.3573284909091,-129.138339380643,1904
HAWKSBURY ISLAND CREEK,2017,53.4924759953909,-129.102889287723,3553
HIRSCH CREEK,2017,54.0902379850358,-128.642465542537,1054
HOTSPRING CREEK,2017,53.4494549833739,-128.553045492751,1037
HUGH CREEK,2017,53.7266958262585,-128.77650488061,1041
HUMPHRYS CREEK,2017,54.1832290177095,-128.572427131685,1068
KAINET CREEK,2017,52.7564471011966,-127.877191244144,1010
KEMANO RIVER,2017,53.483939419048,-128.124810984649,1034
KILDALA RIVER,2017,53.821982588921,-128.491424608905,1044
KILTUISH RIVER,2017,53.3218597399907,-128.466639337559,1030
KITIMAT RIVER,2017,54.0108939703471,-128.662291133154,1050
KITKIATA CREEK,2017,53.6385528604189,-129.272319609175,1085
LARD CREEK,2017,52.735383539551,-127.825586413584,1009
LEE CREEK,2017,52.5129505194377,-127.832028677145,992
LITTLE TILLHORN CREEK,2017,53.5517444603557,-129.168315670656,1909
LITTLE WEDEENE RIVER,2017,54.1217655136711,-128.618587494703,1057
MUSSEL RIVER,2017,52.9205763158124,-128.032495939088,1015
PARIL RIVER,2017,53.4884310234706,-128.765916896797,1029
QUAAL RIVER,2017,53.6481948693458,-129.303406745887,1086
QUARTCHA CREEK,2017,52.5153859812471,-127.841548809298,993
RAINBOW CREEK,2017,52.4516767717227,-127.728136003545,990
RIORDAN CREEK,2017,53.4336903499642,-128.958473230685,1905
ROSCOE CREEK,2017,52.4751833412301,-127.743248965801,991
VERNEY PASSAGE CREEK,2017,53.5684461855044,-128.997465435609,1907
WAHOO CREEK,2017,53.4920814609271,-128.119188266933,1035
WATHL CREEK,2017,53.9788698283877,-128.651582105229,1046
WEEWANIE CREEK,2017,53.6908940454927,-128.78612877621,1040
WEST ARM CREEK,2017,53.1377681213758,-128.977444734323,1870
WHALEN CREEK,2017,53.2463199253633,-129.071472254647,1872
HOTSPRING CREEK,2017,54.3652173450191,-128.549869125966,512
CHAMISS CREEK,2018,50.0791703907892,-127.288900630707,1422
WINDY BAY CREEK,2018,52.692608357982,-131.458063293533,1709
BISH CREEK,2018,50.5126071128819,-127.734111659177,1474
LEE CREEK,2018,51.009163461574,-127.194214450817,439
BARNARD CREEK,2018,53.0529948883172,-129.119624635793,1869
BEALE'S LAGOON CREEK,2018,52.1832830524092,-127.982727821764,1803
BULLEY BAY CREEK,2018,52.4656168557967,-128.314250319863,1816
BULLOCK CHANNEL #2 CREEK,2018,52.402679642461,-128.077143469078,2689
CHAMISS CREEK,2018,52.4879954870416,-128.10812921497,998
CLATSE CREEK,2018,52.3357190521707,-127.837934677419,989
FLUX CREEK,2018,52.6066092054173,-129.122995973677,1883
GIL CREEK,2018,53.1057048623277,-129.207811740518,1897
GOAT BUSHU CREEK,2018,52.2085015367676,-127.883158980877,987
GORILLA CREEK,2018,52.7114766958384,-128.316691515766,1825
HARTLEY BAY CREEK,2018,53.4259597044761,-129.252727408202,1090
KISKOSH CREEK,2018,53.5766823473423,-129.349232370604,1087
KWAKUSDIS RIVER,2018,52.301114999117,-128.118809734568,1813
LADEKIN CREEK,2018,53.1976675079654,-129.061990721423,429
NEEKAS CREEK,2018,52.4738829818417,-128.161432177233,999
SALMON BAY CREEK,2018,52.4823840845309,-128.195756747822,1007
TURN CREEK,2018,53.2243571612755,-129.30254081048,1901
TURTLE CREEK,2018,53.3211606745329,-129.279866304512,1903
TYLER CREEK,2018,52.8475698140021,-128.781519271162,1854
WALKER LAKE CREEK,2018,52.2683596359168,-127.906788708608,988
WEBSTER LAKE CREEK,2018,52.2838080214988,-127.989692225168,1807
ARNOUP CREEK,2018,52.9720681547635,-128.67669416127,1850
BIG CREEK,2018,52.759867117172,-127.885509817499,1011
BIG TILLHORN CREEK,2018,53.5807342422235,-129.179397129091,1910
BISH CREEK,2018,53.9231459269673,-128.738164914189,1080
BOLIN BAY CREEK,2018,52.8373412210321,-128.225157577342,1016
BRIM RIVER,2018,53.5118273073412,-128.365565958899,1036
CANOONA RIVER,2018,53.0733255516754,-128.568263090691,1838
CARTER RIVER,2018,52.8391798523202,-128.375394618213,1017
CHIST CREEK,2018,54.2530850729024,-128.496542520036,1072
CRAB RIVER,2018,53.5666170047312,-128.764504232105,1038
DALA RIVER,2018,53.8484527502283,-128.514099126165,1045
EAGLE BAY CREEK,2018,53.7992123003166,-128.708890821401,1042
EAST ARM CREEK,2018,53.1582184238227,-128.893460666827,1871
EVELYN CREEK,2018,53.5842848283357,-128.955547923093,1906
FOCH RIVER,2018,53.8323824989254,-129.09278167809,1083
GREEN RIVER,2018,52.996198934554,-128.37825705121,1018
GREEN RIVER,2018,52.3305207356973,-127.454150883794,1799
HAWKSBURY ISLAND CREEK,2018,53.4924759953909,-129.102889287723,3553
HIRSCH CREEK,2018,54.0902379850358,-128.642465542537,1054
HOTSPRING CREEK,2018,53.4494549833739,-128.553045492751,1037
HUGH CREEK,2018,53.7266958262585,-128.77650488061,1041
HUMPHRYS CREEK,2018,54.1832290177095,-128.572427131685,1068
JAMES BAY CREEK,2018,52.7188332210951,-128.224110509928,1833
KAINET CREEK,2018,52.7564471011966,-127.877191244144,1010
KEMANO RIVER,2018,53.483939419048,-128.124810984649,1034
KHUTZE RIVER,2018,53.0852436775182,-128.412168857154,1021
KILDALA RIVER,2018,53.821982588921,-128.491424608905,1044
KILTUISH RIVER,2018,53.3218597399907,-128.466639337559,1030
KITIMAT RIVER,2018,54.0108939703471,-128.662291133154,1050
KITKIATA CREEK,2018,53.6385528604189,-129.272319609175,1085
KORICH CREEK,2018,52.8321015613233,-128.123243483674,1013
LARD CREEK,2018,52.735383539551,-127.825586413584,1009
LEE CREEK,2018,52.5129505194377,-127.832028677145,992
LITTLE TILLHORN CREEK,2018,53.5517444603557,-129.168315670656,1909
LITTLE WEDEENE RIVER,2018,54.1217655136711,-128.618587494703,1057
MUSSEL RIVER,2018,52.9205763158124,-128.032495939088,1015
PARIL RIVER,2018,53.4884310234706,-128.765916896797,1029
POISON COVE CREEK,2018,52.900991970915904,-128.021454508538,1014
QUAAL RIVER,2018,53.6481948693458,-129.303406745887,1086
QUARTCHA CREEK,2018,52.5153859812471,-127.841548809298,993
RIORDAN CREEK,2018,53.4336903499642,-128.958473230685,1905
ROSCOE CREEK,2018,52.4751833412301,-127.743248965801,991
SODA CREEK,2018,52.8343916393975,-128.549082681687,1839
VERNEY PASSAGE CREEK,2018,53.5684461855044,-128.997465435609,1907
WAHOO CREEK,2018,53.4920814609271,-128.119188266933,1035
WATHL CREEK,2018,53.9788698283877,-128.651582105229,1046
WEEWANIE CREEK,2018,53.6908940454927,-128.78612877621,1040
WEST ARM CREEK,2018,53.1377681213758,-128.977444734323,1870
WHALEN CREEK,2018,53.2463199253633,-129.071472254647,1872
WINDY BAY CREEK,2018,52.7753368358132,-128.203339034235,1837
HOTSPRING CREEK,2018,54.3652173450191,-128.549869125966,512
GREEN RIVER,2018,50.3020300863252,-122.722018795587,201
CHAMISS CREEK,2019,50.0791703907892,-127.288900630707,1422
WINDY BAY CREEK,2019,52.692608357982,-131.458063293533,1709
BISH CREEK,2019,50.5126071128819,-127.734111659177,1474
ANDERSON CREEK,2019,49.6404758319326,-123.987583453276,2615
DOME CREEK,2019,53.7548562980069,-121.022675567587,163
LEE CREEK,2019,51.009163461574,-127.194214450817,439
RAINBOW CREEK,2019,51.1342418889905,-126.720256086952,899
BARNARD CREEK,2019,53.0529948883172,-129.119624635793,1869
BEALE'S LAGOON CREEK,2019,52.1832830524092,-127.982727821764,1803
BULLEY BAY CREEK,2019,52.4656168557967,-128.314250319863,1816
BULLOCK CHANNEL #2 CREEK,2019,52.402679642461,-128.077143469078,2689
CANYON CREEK,2019,52.6643453512386,-128.215620939465,1834
CHAMISS CREEK,2019,52.4879954870416,-128.10812921497,998
CLATSE CREEK,2019,52.3357190521707,-127.837934677419,989
CRANE BAY CREEK,2019,53.2329180805699,-129.293656848506,1902
FLUX CREEK,2019,52.6066092054173,-129.122995973677,1883
GIL CREEK,2019,53.1057048623277,-129.207811740518,1897
GOAT BUSHU CREEK,2019,52.2085015367676,-127.883158980877,987
HARTLEY BAY CREEK,2019,53.4259597044761,-129.252727408202,1090
HIRD POINT CREEK,2019,52.5692822173898,-128.232015366148,1008
KISKOSH CREEK,2019,53.5766823473423,-129.349232370604,1087
KITASU CREEK,2019,52.5879578346521,-128.523423684647,1820
KWAKUSDIS RIVER,2019,52.301114999117,-128.118809734568,1813
LADEKIN CREEK,2019,53.1976675079654,-129.061990721423,429
NEEKAS CREEK,2019,52.4738829818417,-128.161432177233,999
PRICE CREEK,2019,52.4705858621984,-128.733722445166,1817
SALMON BAY CREEK,2019,52.4823840845309,-128.195756747822,1007
TOM BAY CREEK,2019,52.3901366083167,-128.26121120649,1005
TURN CREEK,2019,53.2243571612755,-129.30254081048,1901
TURTLE CREEK,2019,53.3211606745329,-129.279866304512,1903
TYLER CREEK,2019,52.8475698140021,-128.781519271162,1854
WALKER LAKE CREEK,2019,52.2683596359168,-127.906788708608,988
WEBSTER LAKE CREEK,2019,52.2838080214988,-127.989692225168,1807
AALTANHASH RIVER,2019,53.146559906844,-128.477472973342,1023
ANDERSON CREEK,2019,54.0151181797292,-128.682019811456,1077
ARNOUP CREEK,2019,52.9720681547635,-128.67669416127,1850
BIG BAY CREEK,2019,52.7887187395673,-127.993456375527,1012
BIG CREEK,2019,52.759867117172,-127.885509817499,1011
BIG TILLHORN CREEK,2019,53.5807342422235,-129.179397129091,1910
BISH CREEK,2019,53.9231459269673,-128.738164914189,1080
BOLIN BAY CREEK,2019,52.8373412210321,-128.225157577342,1016
BRIM RIVER,2019,53.5118273073412,-128.365565958899,1036
CARTER RIVER,2019,52.8391798523202,-128.375394618213,1017
CHIST CREEK,2019,54.2530850729024,-128.496542520036,1072
CRAB RIVER,2019,53.5666170047312,-128.764504232105,1038
DALA RIVER,2019,53.8484527502283,-128.514099126165,1045
DOME CREEK,2019,53.1429423421042,-128.475081397695,1022
EAGLE BAY CREEK,2019,53.7992123003166,-128.708890821401,1042
EAST ARM CREEK,2019,53.1582184238227,-128.893460666827,1871
EVELYN CREEK,2019,53.5842848283357,-128.955547923093,1906
FOCH RIVER,2019,53.8323824989254,-129.09278167809,1083
GREEN RIVER,2019,52.996198934554,-128.37825705121,1018
GREEN RIVER,2019,52.3305207356973,-127.454150883794,1799
GRIBBLE ISLAND CREEK,2019,53.3573284909091,-129.138339380643,1904
HAWKSBURY ISLAND CREEK,2019,53.4924759953909,-129.102889287723,3553
HIRSCH CREEK,2019,54.0902379850358,-128.642465542537,1054
HOTSPRING CREEK,2019,53.4494549833739,-128.553045492751,1037
HUGH CREEK,2019,53.7266958262585,-128.77650488061,1041
HUMPHRYS CREEK,2019,54.1832290177095,-128.572427131685,1068
JAMES BAY CREEK,2019,52.7188332210951,-128.224110509928,1833
KAINET CREEK,2019,52.7564471011966,-127.877191244144,1010
KEMANO RIVER,2019,53.483939419048,-128.124810984649,1034
KHUTZE RIVER,2019,53.0852436775182,-128.412168857154,1021
KILDALA RIVER,2019,53.821982588921,-128.491424608905,1044
KILTUISH RIVER,2019,53.3218597399907,-128.466639337559,1030
KITKIATA CREEK,2019,53.6385528604189,-129.272319609175,1085
KLEKANE RIVER,2019,53.2463705696629,-128.686110204928,1026
LARD CREEK,2019,52.735383539551,-127.825586413584,1009
LEE CREEK,2019,52.5129505194377,-127.832028677145,992
LITTLE TILLHORN CREEK,2019,53.5517444603557,-129.168315670656,1909
LITTLE WEDEENE RIVER,2019,54.1217655136711,-128.618587494703,1057
MARSHALL CREEK,2019,53.0870179085439,-128.510432397968,1020
MUSSEL RIVER,2019,52.9205763158124,-128.032495939088,1015
NIAS CREEK,2019,52.9233220941439,-128.743834226502,1852
POISON COVE CREEK,2019,52.900991970915904,-128.021454508538,1014
QUAAL RIVER,2019,53.6481948693458,-129.303406745887,1086
QUARTCHA CREEK,2019,52.5153859812471,-127.841548809298,993
RAINBOW CREEK,2019,52.4516767717227,-127.728136003545,990
RIORDAN CREEK,2019,53.4336903499642,-128.958473230685,1905
ROSCOE CREEK,2019,52.4751833412301,-127.743248965801,991
SCOW BAY CREEK,2019,53.2241635564665,-128.662550075594,1025
SODA CREEK,2019,52.8343916393975,-128.549082681687,1839
VERNEY PASSAGE CREEK,2019,53.5684461855044,-128.997465435609,1907
WAHOO CREEK,2019,53.4920814609271,-128.119188266933,1035
WATHL CREEK,2019,53.9788698283877,-128.651582105229,1046
WEEWANIE CREEK,2019,53.6908940454927,-128.78612877621,1040
WEST ARM CREEK,2019,53.1377681213758,-128.977444734323,1870
WHALEN CREEK,2019,53.2463199253633,-129.071472254647,1872
WINDY BAY CREEK,2019,52.7753368358132,-128.203339034235,1837
PRICE CREEK,2019,55.0877829222523,-128.129514952312,486
HOTSPRING CREEK,2019,54.3652173450191,-128.549869125966,512
CANYON CREEK,2019,54.8235751243978,-127.150819583464,553
GREEN RIVER,2019,50.3020300863252,-122.722018795587,201
